ID,Text,From,To,Context
Kawaiisu-k,"k → ∅ / V_wV",k,"∅",V_wV
Mono-hk,"(h)k → (h)q / _{o,a} ! ɨ_",k|hk,q|hq,"_o|_a ! ɨ_"
Mono-kw,"kw → q / _a",kw,q,_a
"Mono-hkʷ","(h)kʷ → hq(ʷ) / _{o,a}","kʷ|hkʷ","hq|hqʷ",_o|_a
Mono-m,"m → h / _p",m,h,_p
"Mono-nː","nː → h","nː",h,
"Mono-ɨ","ɨ → i / _h","ɨ",i,_h
Mono-uV,"uV → u(i)",uV,u|ui,
"Tohono-O’odham-p","p → w / {#,Vs}_",p,w,#_|Vs_
"Tohono-O’odham-t","t → tʃ / _V[+high]",t,"tʃ",_V[+high]
"Tohono-O’odham-ts","ts → s / _i",ts,s,_i
"Tohono-O’odham-kʷ","kʷ → b","kʷ",b,
"Tohono-O’odham-h","h → ʔ / #_",h,"ʔ",#_
"Tohono-O’odham-s-ŋ","s ŋ → h n",s,h,
"Tohono-O’odham-s-ŋ","s ŋ → h n","ŋ",n,
"Tohono-O’odham-n","n → ɲ / _V[+high]",n,"ɲ",_V[+high]
"Tohono-O’odham-l","l → ɲ / #_ “(in doubt; initial *l occurs in too few cognates to be sure. Apparently PUA initial *l was rare and is of questionable certainty whether it existed at all.)”",l,"ɲ",#_
"Tohono-O’odham-l_2","l → ɭ",l,"ɭ",
"Tohono-O’odham-ɭ","ɭ → ɖ / _a","ɭ","ɖ",_a
"Tohono-O’odham-w","w → ɡ",w,"ɡ",
"Tohono-O’odham-j","j → dʒ / _V[+high]",j,"dʒ",_V[+high]
"Tohono-O’odham-j_2","j → d / _V[+low]",j,d,_V[+low]
"Tohono-O’odham-V","V → ∅ / “when in the first syllable of a bisyllabic morpheme, if after a morpheme boundary in the word (all other first-syllable vowels have non-zero reflexes)”",V,"∅",
"Tohono-O’odham-i","i → ∅ / ts_#",i,"∅",ts_#
"Tohono-O’odham-l_3","l → i / {p,m,k(ʷ),w}_# “in all dialects, and varies by dialect after other consonants”",l,i,"p_#|m_#|k_#|w_#|p_#|m_#|kʷ_#|w_#"
"Aquitanian-ś","ś → {s(ː),ʃ} / _#","ś","s|ʃ|sː|ʃ",_#
"Aquitanian-ś_2","ś → s","ś",s,
Aquitanian-s,"s → ʃ / i_#",s,"ʃ",i_#
Aquitanian-S+-fortis,"S[+ fortis] → S[- voice]ː (specifically, the source lists t[+ fortis] k[+ fortis] → t(ː) k(ː), both of the tokens with optional length suffixes and *aTa → 〈atta〉, so I’m extrapolating)","S[+ fortis]","S[- voice]ː",
Aquitanian-n+-fortis,"n[+ fortis] → n(ː) / V_V","n[+ fortis]","n|nː",V_V
Aquitanian-n-fortis-n+-fortis,"n[- fortis] n[+ fortis] → {n,r}(?) n","n[- fortis]",n|n?|r|r?,
Aquitanian-n-fortis-n+-fortis,"n[- fortis] n[+ fortis] → {n,r}(?) n","n[+ fortis]",n,
Aquitanian-N,"N → [+ same POA] / _S",N,"[+ same POA]",_S
Aquitanian-r+-fortis,"r[+ fortis] → ɾ / _#","r[+ fortis]","ɾ",_#
Aquitanian-r+-fortis_2,"r[+ fortis] → r","r[+ fortis]",r,
"Aquitanian-ɡ","ɡ → k / #_ (sometimes?)","ɡ",k,#_
"Basque-Sʰ","Sʰ → F → h (→ ∅) / #_","Sʰ",F,#_
"Basque-Sʰ","Sʰ → F → h (→ ∅) / #_",F,h,#_
"Basque-Sʰ","Sʰ → F → h (→ ∅) / #_",h,"∅",#_
Basque-S,"S → S[+ voiced] / #_",S,"S[+ voiced]",#_
Basque-Vn,"Vn → Ṽ / _# (seems to have been reverted in most dialects, except for Souletin)",Vn,"Ṽ",_#
Basque-Vn_2,"Vn → Ṽ / _V (?)",Vn,"Ṽ",_V
Basque-V,"V → Ṽ / _N (Souletin, perhaps in other dialects?)",V,"Ṽ",_N
Basque-d,"d → l / #_ (except verbs)",d,l,#_
Basque-n,"n →m / u_V",n,m,u_V
Basque-n_2,"n → ɲ / {i,ɪ}_V",n,"ɲ","i_V|ɪ_V"
Basque-n_3,"n → h̃ / V_V",n,"h̃",V_V
Basque-nb,"nb → mː → m",nb,"mː",
Basque-nb,"nb → mː → m","mː",m,
Basque-N,"N → [+ same POA] / _C",N,"[+ same POA]",_C
Basque-b,"b → m / _VN",b,m,_VN
"Basque-ɾ,r","{ɾ,r} → ∅ / #_","ɾ|r","∅",#_
Basque-l,"l → ɾ / V_V",l,"ɾ",V_V
"Basque-ɾ","ɾ → r / _C","ɾ",r,_C
Basque-r,"r → ɾ / _#",r,"ɾ",_#
Basque-C,"C → ∅ / r_",C,"∅",r_
Basque-Cr,"Cr → Cɾ → CVɾ (perhaps not a sound change per se, just a historical tendency)",Cr,"Cɾ",
Basque-Cr,"Cr → Cɾ → CVɾ (perhaps not a sound change per se, just a historical tendency)","Cɾ","CVɾ",
"Basque-ɾ_2","ɾ → ∅ / V_V (Souletin)","ɾ","∅",V_V
Basque-*L,"*L (fortis) → l (or *lh → lː, which then lost gemination?)",*L,l,
"Basque-ð","ð → some sort of tap distinct from ɾ (Biscayan, Guipuscoan, High Navarrese)","ð","[some sort of tap distinct from ɾ]",
Basque-b_2,"b → ∅ / #_B (a few exceptions, mostly before _u)",b,"∅",#_B
Basque-F+-voiced,"F[+ voiced] → ∅ / V_V (sometimes, usually involving “compound surnames”?)","F[+ voiced]","∅",V_V
Basque-S+-voice,"S[+ voice] → S[- voice] / F[+ sibilant]_","S[+ voice]","S[- voice]","F[+ sibilant]_"
"Basque-Ṽ","Ṽ → Vɲ / _V (not Souletin)","Ṽ","Vɲ",_V
"Basque-Ṽ_2","Ṽ → Vn or a diphthong (not Souletin)","Ṽ",Vn,
"Basque-h̃","h̃ → h (not Souletin)","h̃",h,
"Basque-u-ũ","u ũ → y ỹ / _r(p(ʰ),β,k(ʰ),ɣ,l,s̺,s̻,ʃ,h) (Souletin)",u,y,"_r,β,k,ɣ,l,s̺,s̻,ʃ,h)|_r,β,kʰ,ɣ,l,s̺,s̻,ʃ,h)|_rp|_rpʰ|_rpβ|_rpk|_rpɣ|_rpl|_rps̺|_rps̻|_rpʃ|_rph|_rp|_rpʰ|_rpβ|_rpkʰ|_rpɣ|_rpl|_rps̺|_rps̻|_rpʃ|_rph"
"Basque-u-ũ","u ũ → y ỹ / _r(p(ʰ),β,k(ʰ),ɣ,l,s̺,s̻,ʃ,h) (Souletin)","ũ","ỹ","_r,β,k,ɣ,l,s̺,s̻,ʃ,h)|_r,β,kʰ,ɣ,l,s̺,s̻,ʃ,h)|_rp|_rpʰ|_rpβ|_rpk|_rpɣ|_rpl|_rps̺|_rps̻|_rpʃ|_rph|_rp|_rpʰ|_rpβ|_rpkʰ|_rpɣ|_rpl|_rps̺|_rps̻|_rpʃ|_rph"
"Basque-u-ũ_2","u ũ → y ỹ / _{s̻,ts̺,ts̻} (but not _s̺) (Souletin)",u,y,"_s̻|_ts̺|_ts̻"
"Basque-u-ũ_2","u ũ → y ỹ / _{s̻,ts̺,ts̻} (but not _s̺) (Souletin)","ũ","ỹ","_s̻|_ts̺|_ts̻"
"Basque-õ","õ → ũ (Souletin)","õ","ũ",
"Basque-∅","∅ → a / #_{ra,ro} (sporadic)","∅",a,#_ra|#_ro
"Basque-∅_2","∅ → e / #_r","∅",e,#_r
"Basque-∅_3","∅ → e / #_{s̺,s̻}C","∅",e,"#_s̺C|#_s̻C"
Basque-i,"i → u / _(C…)u (Roncalese)",i,u,"_u|_C…u"
Basque-i_2,"i → y / _(C…)y (Souletin)",i,y,"_y|_C…y"
Basque-e,"e → o / _(C…)o (eastern dialects, Bermeo Biscayan)",e,o,"_o|_C…o"
Basque-e_2,"e → o / o(C…)_ (eastern dialects)",e,o,"o_|oC…_"
Basque-a-o-e,"a o e → ɛ u i / {i,u}(C…)_ (this [ɛ] is tentatively marked as such; Egurtzegi transcribes it as /e/ but says it’s not as close as /e/)",a,"ɛ","i_|iC…_|u_|uC…_"
Basque-a-o-e,"a o e → ɛ u i / {i,u}(C…)_ (this [ɛ] is tentatively marked as such; Egurtzegi transcribes it as /e/ but says it’s not as close as /e/)",o,u,"i_|iC…_|u_|uC…_"
Basque-a-o-e,"a o e → ɛ u i / {i,u}(C…)_ (this [ɛ] is tentatively marked as such; Egurtzegi transcribes it as /e/ but says it’s not as close as /e/)",e,i,"i_|iC…_|u_|uC…_"
Basque-o,"o → u / _n{C,#} (Souletin; some raising occurred elsewhere)",o,u,_nC|_n#
Basque-a,"a → e / _$a (Biscayan, Alavese, some Guipuscoan)",a,e,_$a
Basque-o-e,"o e → u i / _$a (raising of *o is less common)",o,u,_$a
Basque-o-e,"o e → u i / _$a (raising of *o is less common)",e,i,_$a
Basque-e_3,"e → i / _{n,C[+ sibilant]} (sporadic)",e,i,"_n|_C[+ sibilant]"
Basque-e_4,"e → a / {V,C}_r (“mainly in the western dialects”)",e,a,V_r|C_r
Basque-u-i,"u i → o e / _r{C,#}",u,o,_rC|_r#
Basque-u-i,"u i → o e / _r{C,#}",i,e,_rC|_r#
"Basque-∅_4","∅ → j / V_{N,s̺,s̻}S","∅",j,"V_NS|V_s̺S|V_s̻S"
"Basque-∅_5","∅ → j / u_V (eastern dialects)","∅",j,u_V
"Basque-w,y","{w,y} → ∅ / _ja",w|y,"∅",_ja
"Basque-∅_6","∅ → m / o$_V (Orozko Biscayan)","∅",m,o$_V
"Basque-∅_7","∅ → V / Vk_# (Zeberio Biscayan)","∅",V,Vk_#
Basque-e_5,"e → ∅ / #_ (Navarrese, rare)",e,"∅",#_
Basque-e_6,"e → j / #_V (at least a few times?)",e,j,#_V
Basque-a_2,"a → ∅ / _V",a,"∅",_V
Basque-V_2,"V → ∅ / Vj_",V,"∅",Vj_
Basque-h,"h → ∅ (western dialects)",h,"∅",
"Basque-w,βh","{w,β}h → f","wh|βh",f,
"Basque-h…h","h…h → ∅…h (“affect[s] both the oral /h/ and the nasalized aspiration”)","h…h","∅…h",
"Basque-*-ɾ","*-ɾ → -h stuff in compounds","*-ɾ",-h,
Basque-l-n,"l n →ʎ ɲ / E_",l,"ʎ",E_
Basque-l-n,"l n →ʎ ɲ / E_",n,"ɲ",E_
"Basque-ɾ,r_2","{ɾ,r} → ʎ / {i,j}_ (eastern dialects)","ɾ|r","ʎ",i_|j_
"Basque-s̻-ts̻","s̻ ts̻ → ʃ tʃ / {E,j}_ (mostly Biscayan)","s̻","ʃ",E_|j_
"Basque-s̻-ts̻","s̻ ts̻ → ʃ tʃ / {E,j}_ (mostly Biscayan)","ts̻","tʃ",E_|j_
Basque-t,"t → c / {E,j}_ (“some areas”)",t,c,E_|j_
Basque-t_2,"t → tʃ / {E,j}_ (partially spread amongst Biscayan and Guipuscoan)",t,"tʃ",E_|j_
"Basque-d-ð","d ð → ɟ ʝ / {E,j}_ ? (“some dialects”)",d,"ɟ",E_|j_
"Basque-d-ð","d ð → ɟ ʝ / {E,j}_ ? (“some dialects”)","ð","ʝ",E_|j_
"Basque-d-ð_2","d ð → ɟ ʝ / {ʎ,ɲ}_ (Guipuscoan, High Navarrese)",d,"ɟ","ʎ_|ɲ_"
"Basque-d-ð_2","d ð → ɟ ʝ / {ʎ,ɲ}_ (Guipuscoan, High Navarrese)","ð","ʝ","ʎ_|ɲ_"
"Basque-ɡ,ɣ","{ɡ,ɣ} → {ɟ,ʝ} / {E,j}_","ɡ|ɣ","ɟ|ʝ",E_|j_
"Basque-ɡ","ɡ → dʒ / {E,j}_ (“in some Biscayan areas”)","ɡ","dʒ",E_|j_
Basque-j,"j → ʝ → j (northern High Navarrese, most Labourd, some Biscayan)",j,"ʝ",
Basque-j,"j → ʝ → j (northern High Navarrese, most Labourd, some Biscayan)","ʝ",j,
Basque-j_2,"j → ʝ → ʒ (Souletin, sporadic in northwestern Biscayan)",j,"ʝ",
Basque-j_2,"j → ʝ → ʒ (Souletin, sporadic in northwestern Biscayan)","ʝ","ʒ",
Basque-j_3,"j → ʝ (some Biscayan and Navarrese)",j,"ʝ",
Basque-j_4,"j → ʝ → ɟ (typical of Low Navarrese)",j,"ʝ",
Basque-j_4,"j → ʝ → ɟ (typical of Low Navarrese)","ʝ","ɟ",
Basque-j_5,"j → ʝ → ʒ → dʒ (northwestern Biscayan)",j,"ʝ",
Basque-j_5,"j → ʝ → ʒ → dʒ (northwestern Biscayan)","ʝ","ʒ",
Basque-j_5,"j → ʝ → ʒ → dʒ (northwestern Biscayan)","ʒ","dʒ",
Basque-j_6,"j → ʝ → ʒ → ʃ (Aescoan, Salazarese, Roncalese, most southern High Navarrese)",j,"ʝ",
Basque-j_6,"j → ʝ → ʒ → ʃ (Aescoan, Salazarese, Roncalese, most southern High Navarrese)","ʝ","ʒ",
Basque-j_6,"j → ʝ → ʒ → ʃ (Aescoan, Salazarese, Roncalese, most southern High Navarrese)","ʒ","ʃ",
Basque-j_7,"j → ʝ → ʒ → ʃ → x (Guipuscoan, northwestern High Navarrese, eastern Biscayan)",j,"ʝ",
Basque-j_7,"j → ʝ → ʒ → ʃ → x (Guipuscoan, northwestern High Navarrese, eastern Biscayan)","ʝ","ʒ",
Basque-j_7,"j → ʝ → ʒ → ʃ → x (Guipuscoan, northwestern High Navarrese, eastern Biscayan)","ʒ","ʃ",
Basque-j_7,"j → ʝ → ʒ → ʃ → x (Guipuscoan, northwestern High Navarrese, eastern Biscayan)","ʃ",x,
Basque-j_8,"j → χ (probably through intermediates like above, Wikipedia doesn’t go into particulars of how and where)",j,"χ",
"Basque-ʎ-ɲ","ʎ ɲ → jl jn (“common in Low Navarrese, Labourdin, and is even regular in the High Navarrese of Sakana”)","ʎ",jl,
"Basque-ʎ-ɲ","ʎ ɲ → jl jn (“common in Low Navarrese, Labourdin, and is even regular in the High Navarrese of Sakana”)","ɲ",jn,
"Basque-—-V","— V → ∅ / S_{ɾ,l} (more common in Roncalese and Salazarese, but also in Navarrese and Aescoan?)",V,"∅","S_ɾ|S_l"
"Basque-—-V_2","— V → ∅ / C[+ sibilant]_ɾ (Roncalese and Salazarese)",V,"∅","C[+ sibilant]_ɾ"
"Basque-—-V_3","— V → ∅ / {O,ɾ,r}_O (Roncalese, Salazarese, Navarrese, Aescoan)",V,"∅","O_O|ɾ_O|r_O"
Basque-n+-fortis,"n[+ fortis] → n","n[+ fortis]",n,
Basque-e_7,"e → ∅ / #Ur_",e,"∅",#Ur_
Basque-a_3,"a → ∅ / V_# (Guipuscoan; happens because of reanalysis of the definite article)",a,"∅",V_#
Basque-V_3,"V → ∅ / _#, in trisyllables",V,"∅","_#,"
Basque-i_3,"i → ∅ / _#, in disyllables",i,"∅","_#,"
"Basque-u-o,e","u {o,e} → ∅ a / _#, in disyllables (eastern dialects)",u,"∅","_#,"
"Basque-u-o,e","u {o,e} → ∅ a / _#, in disyllables (eastern dialects)",o|e,a,"_#,"
Basque-hu-hi,"hu hi → ʊ ɪ / {o,e}_ (also happened with /a/ sometimes, but usually such sequences just dropped one vowel)",hu,"ʊ",o_|e_
Basque-hu-hi,"hu hi → ʊ ɪ / {o,e}_ (also happened with /a/ sometimes, but usually such sequences just dropped one vowel)",hi,"ɪ",o_|e_
"Basque-VɪC","VɪC → VCʲ","VɪC","VCʲ",
"Basque-aɪ","aɪ → eɪ → e (rare)","aɪ","eɪ",
"Basque-aɪ","aɪ → eɪ → e (rare)","eɪ",e,
"Basque-aʊ","aʊ → aɪ / !_{ɾ,r,s̺,s̻} (Souletin, Roncalese)","aʊ","aɪ","!_ɾ|!_r|!_s̺|!_s̻"
"Basque-eʊ","eʊ → {e,eɡu}","eʊ","e|eɡu",
"Basque-eɪ","eɪ → e / #_","eɪ",e,#_
"Basque-oɪ","oɪ → uɪ (rare)","oɪ","uɪ",
"Basque-eð","eð (→ e ?) → j / #_V","eð",e,#_V
"Basque-eð","eð (→ e ?) → j / #_V",e,j,#_V
Basque-e_8,"e → j / #_a",e,j,#_a
Basque-e_9,"e → ∅ / #_e",e,"∅",#_e
"Basque-ʊa","ʊa → o “especially after a velar stop”","ʊa",o,
"Basque-ʊe","ʊe → e","ʊe",e,
Basque-C-voice,"C[- voice] → C[+ voice] / {l,N}_ (not Roncalese or Souletin)","C[- voice]","C[+ voice]",l_|N_
Basque-C+-sibilant,"C[+ sibilant] → C[+ affricate] / _#","C[+ sibilant]","C[+ affricate]",_#
"Basque-s̻-ts̺","s̻ ts̺ → s̺ ts̻ (Biscayan, partially in Guipuscoan, Donostia, San Sebastián, though these latter two may be varieties of Guipuscoan)","s̻","s̺",
"Basque-s̻-ts̺","s̻ ts̺ → s̺ ts̻ (Biscayan, partially in Guipuscoan, Donostia, San Sebastián, though these latter two may be varieties of Guipuscoan)","ts̺","ts̻",
"Basque-s̻","s̻ → s̺ / _{C,#} (sometimes)","s̻","s̺",_C|_#
"Basque-its̺","its̺ → tʃ / _# (Biscayan)","its̺","tʃ",_#
Basque-oa-ea,"oa ea → u(e) i(e) / _#",oa,u|ue,_#
Basque-oa-ea,"oa ea → u(e) i(e) / _#",ea,i|ie,_#
"Basque-s̺","s̺ → tʃ / #_ (Guipuscoan)","s̺","tʃ",#_
"Basque-s̺_2","s̺ → ʃ̺ “for most French Basque speakers (Trask 1997:84), due to French influence” according to Campbell","s̺","ʃ̺",
"Chapai-tʃ","tʃ → ʃ / _{w,i}","tʃ","ʃ",_w|_i
"Chapai-tʃ_2","tʃ → ∅ / _xʷ","tʃ","∅","_xʷ"
"Chapai-tʃ_3","tʃ → s","tʃ",s,
Chapai-t,"t → tʃ / ! n_",t,"tʃ",n_
"Chapai-kʷ","kʷ → k / _#","kʷ",k,_#
Chapai-b,"b → p",b,p,
Chapai-o,"o → u",o,u,
Chapai-s,"s → ʂ",s,"ʂ",
"Chapai-ʔ","ʔ → ∅ / _{ɲ,j}","ʔ","∅","_ɲ|_j"
"Chapai-w,j","{w,j} → ∅ / a_",w|j,"∅",a_
"Chapai-Vː","Vː → V ?","Vː",V,
Paipai-b,"b → β",b,"β",
"Paipai-xʷ","xʷ → w / tʃ_","xʷ",w,"tʃ_"
"Paipai-kʷ-xʷ","kʷ xʷ → k x / _#","kʷ",k,_#
"Paipai-kʷ-xʷ","kʷ xʷ → k x / _#","xʷ",x,_#
"Paipai-ʃ-ɬ","ʃ ɬ → ʂ l","ʃ","ʂ",
"Paipai-ʃ-ɬ","ʃ ɬ → ʂ l","ɬ",l,
Paipai-i,"i → ə / unstressed",i,"ə",
Paipai-n,"n → ∅ / _t",n,"∅",_t
"Paipai-ʔ","ʔ → ∅ / _ɲ","ʔ","∅","_ɲ"
Paipai-aw-aj,"aw aj → o e",aw,o,
Paipai-aw-aj,"aw aj → o e",aj,e,
"Tipai-kʷ-xʷ","kʷ xʷ → q χ / _# (the paper calls these “back velars”)","kʷ",q,_#
"Tipai-kʷ-xʷ","kʷ xʷ → q χ / _# (the paper calls these “back velars”)","xʷ","χ",_#
Tipai-b,"b → p",b,p,
Tipai-i,"i → ə / unstressed",i,"ə",
Tipai-u,"u → o / _K",u,o,_K
Tipai-t,"t → ∅ / n_",t,"∅",n_
"Tipai-tʃ","tʃ → ∅ / _xʷ","tʃ","∅","_xʷ"
"Tipai-ɲj","ɲj → n ∅ / ʔ_","ɲj",n,"ʔ_"
"Tipai-Vː","Vː → V (sporadic? conditioned?)","Vː",V,
5-Vowel-Merger-Bantu-S,"S → F / _{i,u} (Do not necessarily have to be fricatives at the same POA; in some cases, the phones go to null or to /l/) ",S,F,_i|_u
"5-Vowel-Merger-Bantu-ɪ-ʊ","ɪ ʊ → i u","ɪ",i,
"5-Vowel-Merger-Bantu-ɪ-ʊ","ɪ ʊ → i u","ʊ",u,
"California-Vowel-Shift-English-æ-ɪ","æ ɪ → e i / _ŋ; some speakers (esp. in southern regions) may also have pin-pen and “a single phoneme in contrast to the nasal diphthong [ãɪ̃] of the U.S. Northeast” (though the article doesn’t specify what this is; maybe it’s just plain ã)","æ",e,"_ŋ;"
"California-Vowel-Shift-English-æ-ɪ","æ ɪ → e i / _ŋ; some speakers (esp. in southern regions) may also have pin-pen and “a single phoneme in contrast to the nasal diphthong [ãɪ̃] of the U.S. Northeast” (though the article doesn’t specify what this is; maybe it’s just plain ã)","ɪ",i,"_ŋ;"
"California-Vowel-Shift-English-æ","æ → {eə̯,ɪə̯} / _N","æ","eə̯|ɪə̯",_N
"California-Vowel-Shift-English-æ,e","{æ,e} → ɛ / _ɹ","æ|e","ɛ","_ɹ"
"California-Vowel-Shift-English-æ_2","æ → a","æ",a,
"California-Vowel-Shift-English-ʊ-ʌ-ɛ","ʊ ʌ ɛ → ʌ ɛ æ","ʊ","ʌ",
"California-Vowel-Shift-English-ʊ-ʌ-ɛ","ʊ ʌ ɛ → ʌ ɛ æ","ʌ","ɛ",
"California-Vowel-Shift-English-ʊ-ʌ-ɛ","ʊ ʌ ɛ → ʌ ɛ æ","ɛ","æ",
"California-Vowel-Shift-English-ɑ","ɑ → ɔ (does not occur in Sacramento)","ɑ","ɔ",
California-Vowel-Shift-English-u,"u → {iʊ̯,ʉ,ɯ}",u,"iʊ̯|ʉ|ɯ",
"California-Vowel-Shift-English-oʊ̯","oʊ̯ → eʊ̯ (“common only within certain social groups”)","oʊ̯","eʊ̯",
"Belgian-and-Netherlandish-Dutch-Monophthongization_2-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","ɛi","ɛː",
"Belgian-and-Netherlandish-Dutch-Monophthongization_2-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","œy","œː",
"Belgian-and-Netherlandish-Dutch-Monophthongization_2-ɛi-œy-ɔu","ɛi œy ɔu → ɛː œː ɔː","ɔu","ɔː",
"Polder-Dutch-Vowel-Shift_2-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","ɛi",ai,
"Polder-Dutch-Vowel-Shift_2-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","œy",ay,
"Polder-Dutch-Vowel-Shift_2-ɛi-œy-ʌu","ɛi œy ʌu → ai ay au","ʌu",au,
"Polder-Dutch-Vowel-Shift_2-eː-øː-oː","eː øː oː → ɛi œy  ɔu","eː","ɛi",
"Polder-Dutch-Vowel-Shift_2-eː-øː-oː","eː øː oː → ɛi œy  ɔu","øː","œy",
"Polder-Dutch-Vowel-Shift_2-eː-øː-oː","eː øː oː → ɛi œy  ɔu","oː","ɔu",
Scots-Vowel-Shifts-ai,"ai → ɛi → əi / when stem-final",ai,"ɛi",
Scots-Vowel-Shifts-ai,"ai → ɛi → əi / when stem-final","ɛi","əi",
"Scots-Vowel-Shifts-uː","uː → ʌu / when-stem final, in northern varieties","uː","ʌu",
"Scots-Vowel-Shifts-øː","øː → wi / {k,ɡ}_ (in Mid Northern dialects)","øː",wi,"k_|ɡ_"
"Scots-Vowel-Shifts-øː_2","øː → i (in northern dialects)","øː",i,
"Scots-Vowel-Shifts-øː_3","øː → (j){u,ʌ} / _{k,x} (outcome varies depending upon dialect)","øː","u|ʌ|ju|jʌ",_k|_x
Scots-Vowel-Shifts-a,"a → i / _n (in northern varieties)",a,i,_n
Scots-Vowel-Shifts-a_2,"a → e / _n (otherwise)",a,e,_n
Scots-Vowel-Shifts-a_3,"a → {ɛ,e} / _rC",a,"ɛ|e",_rC
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",ai,"eː",
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",oi,oe,
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",ui,"əi",
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",ei,"iː",
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",au,"ɑː|ɔː",
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",ou,"ʌu",
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u",iu,ju,
"Scots-Vowel-Shifts-ai-oi-ui-ei-au-ou-iu-ɛou","ai oi ui ei au ou iu ɛ(o)u → eː oe əi iː {ɑː,ɔː} ʌu ju j(ʌ)u","ɛu|ɛou","ju|jʌu",
"Scots-Vowel-Shifts-ɛː","ɛː → ɛi (→ əi?) / in some northern varieties","ɛː","ɛi",
"Scots-Vowel-Shifts-ɛː","ɛː → ɛi (→ əi?) / in some northern varieties","ɛi","əi",
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","iː","əi",
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","eː",i,
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","ɛː",i|e,
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","aː",e,
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","oː",o,
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","uː",u,
"Scots-Vowel-Shifts-iː-eː-ɛː-aː-oː-uː-øː,yː","iː eː ɛː aː oː uː {øː,yː} → əi i {i,e} e o u ø","øː|yː","ø",
"Scots-Vowel-Shifts-æ","æ → ɛ / _C[+alveolar]","æ","ɛ",_C[+alveolar]
"Scots-Vowel-Shifts-a-ɔ-u","a ɔ u → {a,ɑ} ɔ ʌ",a,"a|ɑ",
"Scots-Vowel-Shifts-a-ɔ-u","a ɔ u → {a,ɑ} ɔ ʌ","ɔ","ɔ",
"Scots-Vowel-Shifts-a-ɔ-u","a ɔ u → {a,ɑ} ɔ ʌ",u,"ʌ",
"Scots-Vowel-Shifts-—-V","— V → Vː / _{r,F[+voiced],$,#}",V,"Vː",_r|_F[+voiced]|_$|_#
"Scots-Vowel-Shifts-—-əi","— əi → aɪ / _{r,F[+voiced],$,#} (pursuant to the above)","əi","aɪ",_r|_F[+voiced]|_$|_#
"Great-Vowel-Shift-English-iː-uː","iː uː → əj əw → ɑj ɑw ","iː","əj",
"Great-Vowel-Shift-English-iː-uː","iː uː → əj əw → ɑj ɑw ","uː","əw",
"Great-Vowel-Shift-English-iː-uː","iː uː → əj əw → ɑj ɑw ","əj","ɑj",
"Great-Vowel-Shift-English-iː-uː","iː uː → əj əw → ɑj ɑw ","əw","ɑw",
"Great-Vowel-Shift-English-eː-oː","eː oː → iː uː ","eː","iː",
"Great-Vowel-Shift-English-eː-oː","eː oː → iː uː ","oː","uː",
"Great-Vowel-Shift-English-ɛː","ɛː → eː → iː ","ɛː","eː",
"Great-Vowel-Shift-English-ɛː","ɛː → eː → iː ","eː","iː",
